asset_id,market_id,acquisition_date,equipment_class,oec
9565,8,5/1/2017,Aerial,"64,672"
9695,8,5/1/2017,Aerial,"64,672"
9422,9,5/1/2017,Aerial,"64,672"
16591,1,10/1/2017,Aerial,"64,672"
9942,3,6/1/2017,Aerial,"64,672"
9369,6877,5/1/2017,Aerial,"64,672"
10196,3,6/1/2017,Aerial,"64,672"
9693,10744,5/1/2017,Aerial,"64,672"
10518,8,6/1/2017,Aerial,"64,672"
9704,9,5/1/2017,Aerial,"64,672"
9564,8,5/1/2017,Aerial,"64,672"
16774,2,10/1/2017,Aerial,"64,672"
16792,6,11/1/2017,Aerial,"64,672"
16807,7329,11/1/2017,Aerial,"64,306"
16944,8,11/1/2017,Aerial,"64,306"
17094,7329,11/1/2017,Aerial,"64,306"
16494,8,10/1/2017,Aerial,"64,306"
16493,7522,10/1/2017,Aerial,"64,306"
1530,7329,1/1/2016,Aerial,"64,008"
4470,9,1/1/2016,Aerial,"63,936"
6047,5,1/1/2016,Aerial,"63,936"
5923,5,1/1/2016,Aerial,"63,936"
5969,9,1/1/2016,Aerial,"63,936"
9296,9,5/1/2017,Aerial,"63,498"
2056,3,1/1/2016,Aerial,"63,000"
1839,3,1/1/2016,Aerial,"63,000"
2069,6877,1/1/2016,Aerial,"63,000"
2080,3,1/1/2016,Aerial,"63,000"
2016,3,1/1/2016,Aerial,"63,000"
2012,3,1/1/2016,Aerial,"63,000"
2086,3,1/1/2016,Aerial,"63,000"
1421,3,1/1/2016,Aerial,"63,000"
1857,3,1/1/2016,Aerial,"63,000"
1427,3,1/1/2016,Aerial,"63,000"
1531,3,1/1/2016,Aerial,"63,000"
2070,3,1/1/2016,Aerial,"63,000"
2057,3,1/1/2016,Aerial,"63,000"
1917,3,1/1/2016,Aerial,"63,000"
2517,6,1/1/2016,Aerial,"62,851"
2518,6,1/1/2016,Aerial,"62,851"
2520,8,1/1/2016,Aerial,"62,851"
3233,7522,1/1/2016,Aerial,"62,851"
2519,3,1/1/2016,Aerial,"62,851"
2480,9,1/1/2016,Aerial,"62,851"
2521,6,1/1/2016,Aerial,"62,851"
14312,8,10/1/2017,Aerial,"62,849"
14374,2,10/1/2017,Aerial,"62,849"
10753,7329,7/1/2017,Aerial,"62,849"
13973,7329,9/1/2017,Aerial,"62,849"
10752,8633,7/1/2017,Aerial,"62,849"
14311,7329,10/1/2017,Aerial,"62,849"
14041,9,10/1/2017,Aerial,"62,849"
20507,3,12/1/2017,Aerial,"62,785"
2537,5,1/1/2016,Aerial,"62,676"
2538,8,1/1/2016,Aerial,"62,676"
2092,9,1/1/2016,Aerial,"62,676"
3341,7329,1/1/2016,Aerial,"62,564"
6020,10744,1/1/2016,Aerial,"62,564"
6029,6877,1/1/2016,Aerial,"62,564"
3342,8606,1/1/2016,Aerial,"62,564"
13731,8,9/1/2017,Dirt,"62,352"
18464,8,11/1/2017,Dirt,"62,352"
17745,7522,11/1/2017,Aerial,"62,272"
13974,8,9/1/2017,Aerial,"62,272"
10147,9,6/1/2017,Dirt,"62,199"
10260,5,6/1/2017,Dirt,"62,199"
8439,9,3/1/2017,Dirt,"62,199"
14093,9,10/1/2017,Aerial,"61,954"
14252,7329,10/1/2017,Aerial,"61,954"
14371,7522,10/1/2017,Aerial,"61,954"
16148,8606,10/1/2017,Aerial,"61,954"
14271,7329,10/1/2017,Aerial,"61,954"
16159,7522,10/1/2017,Aerial,"61,954"
13727,7522,9/1/2017,Aerial,"61,954"
13724,7522,9/1/2017,Aerial,"61,954"
13642,5,9/1/2017,Aerial,"61,954"
13657,6,9/1/2017,Aerial,"61,954"
14270,7329,10/1/2017,Aerial,"61,954"
14092,9,10/1/2017,Aerial,"61,954"
13584,5,9/1/2017,Aerial,"61,954"
14319,7329,10/1/2017,Aerial,"61,954"
13732,8,9/1/2017,Aerial,"61,954"
13580,9,9/1/2017,Aerial,"61,954"
13733,8,9/1/2017,Aerial,"61,954"
14251,7329,10/1/2017,Aerial,"61,954"
14216,6877,10/1/2017,Aerial,"61,954"
6405,1,1/1/2016,Aerial,"61,920"
6373,2,1/1/2016,Aerial,"61,920"
6481,1,1/1/2016,Aerial,"61,920"
6073,2,1/1/2016,Aerial,"61,920"
6062,2,1/1/2016,Aerial,"61,920"
2026,3,1/1/2016,Aerial,"61,847"
2146,3,1/1/2016,Aerial,"61,847"
1836,3,1/1/2016,Aerial,"61,847"
2536,3,1/1/2016,Aerial,"61,847"
1407,7522,1/1/2016,Aerial,"61,847"
2376,1,1/1/2016,Aerial,"61,847"
2535,6877,1/1/2016,Aerial,"61,847"
2089,3,1/1/2016,Aerial,"61,847"
1574,3,1/1/2016,Aerial,"61,847"
1406,6,1/1/2016,Aerial,"61,847"
1968,3,1/1/2016,Aerial,"61,847"
2015,3,1/1/2016,Aerial,"61,847"
2144,7672,1/1/2016,Aerial,"61,847"
1971,3,1/1/2016,Aerial,"61,847"
2142,3,1/1/2016,Aerial,"61,847"
1361,5,1/1/2016,Aerial,"61,609"
6963,4,1/1/2017,Aerial,"61,584"
7764,9,2/1/2017,Aerial,"61,584"
7777,5,2/1/2017,Aerial,"61,584"
7424,9,2/1/2017,Aerial,"61,584"
6964,11007,1/1/2017,Aerial,"61,584"
7581,6877,2/1/2017,Aerial,"61,584"
7842,3,3/1/2017,Aerial,"61,584"
7636,2,2/1/2017,Aerial,"61,584"
8991,8,4/1/2017,Aerial,"61,584"
8974,4,4/1/2017,Aerial,"61,584"
8965,5,4/1/2017,Aerial,"61,584"
7957,9,3/1/2017,Aerial,"61,584"
8374,5,3/1/2017,Aerial,"61,584"
7977,3,3/1/2017,Aerial,"61,584"
8979,9,4/1/2017,Aerial,"61,584"
9008,9,4/1/2017,Aerial,"61,584"
9084,8,4/1/2017,Aerial,"61,584"
1551,1,1/1/2016,Aerial,"61,560"
2534,9,1/1/2016,Aerial,"61,541"
1404,8,1/1/2016,Aerial,"61,541"
1370,9,1/1/2016,Aerial,"61,541"
1525,1,1/1/2016,Aerial,"61,541"
7517,11007,2/1/2017,Aerial,"61,219"
627,8606,1/1/2016,Aerial,"61,200"
5068,6,1/1/2016,Aerial,"61,140"
4818,7522,1/1/2016,Aerial,"61,140"
4212,2,1/1/2016,Aerial,"61,140"
4740,9,1/1/2016,Aerial,"61,140"
5066,5,1/1/2016,Aerial,"61,140"
4739,6,1/1/2016,Aerial,"61,140"
4819,7522,1/1/2016,Aerial,"61,140"
4387,3,1/1/2016,Aerial,"61,140"
4027,9,1/1/2016,Aerial,"61,140"
4028,9,1/1/2016,Aerial,"61,140"
4224,2,1/1/2016,Aerial,"61,140"
4785,9,1/1/2016,Aerial,"61,140"
3913,9,1/1/2016,Aerial,"61,008"
5067,9,1/1/2016,Aerial,"61,008"
5058,9,1/1/2016,Aerial,"61,008"
3838,3,1/1/2016,Aerial,"61,008"
8169,7670,3/1/2017,Dirt,"60,918"
6034,2,1/1/2016,Aerial,"60,903"
6033,2,1/1/2016,Aerial,"60,903"
6032,2,1/1/2016,Aerial,"60,903"
7653,9,2/1/2017,Aerial,"60,883"
699,1,1/1/2016,Aerial,"60,840"
1671,7669,1/1/2016,Aerial,"60,642"
16171,8,10/1/2017,Aerial,"60,592"
16200,7329,10/1/2017,Aerial,"60,592"
16185,8,10/1/2017,Aerial,"60,592"
16193,6,10/1/2017,Aerial,"60,592"
16318,7329,10/1/2017,Aerial,"60,592"
16319,8,10/1/2017,Aerial,"60,592"
16188,10744,10/1/2017,Aerial,"60,592"
16321,7329,10/1/2017,Aerial,"60,592"
16635,8,10/1/2017,Aerial,"60,592"
16352,7329,10/1/2017,Aerial,"60,592"
16450,8,10/1/2017,Aerial,"60,592"
16334,7522,10/1/2017,Aerial,"60,592"
16194,7522,10/1/2017,Aerial,"60,592"
16192,7522,10/1/2017,Aerial,"60,592"
3416,9,1/1/2016,Aerial,"60,103"
3411,9,1/1/2016,Aerial,"60,103"
2118,3,1/1/2016,Aerial,"59,899"
2387,8631,1/1/2016,Aerial,"59,899"
1856,5,1/1/2016,Aerial,"59,899"
5966,5,1/1/2016,Aerial,"59,618"
5950,9,1/1/2016,Aerial,"59,618"
6048,9,1/1/2016,Aerial,"59,618"
5876,5,1/1/2016,Aerial,"59,618"
4680,8,1/1/2016,Aerial,"59,618"
5888,9,1/1/2016,Aerial,"59,618"
5956,9,1/1/2016,Aerial,"59,618"
4541,3,1/1/2016,Aerial,"59,618"
5870,5,1/1/2016,Aerial,"59,618"
5951,8,1/1/2016,Aerial,"59,618"
4602,3,1/1/2016,Aerial,"59,618"
5887,9,1/1/2016,Aerial,"59,618"
4288,4,6/1/2016,Aerial,"59,618"
5886,5,1/1/2016,Aerial,"59,618"
3501,10744,1/1/2016,Aerial,"59,613"
3293,7329,1/1/2016,Aerial,"59,613"
6277,5,1/1/2016,Aerial,"59,613"
6431,9,1/1/2016,Aerial,"59,613"
2337,7522,1/1/2016,Aerial,"59,613"
6204,3,1/1/2016,Aerial,"59,613"
5882,3,1/1/2016,Aerial,"59,613"
3503,6877,1/1/2016,Aerial,"59,613"
6111,3,1/1/2016,Aerial,"59,613"
2351,8,1/1/2016,Aerial,"59,613"
2306,3,1/1/2016,Aerial,"59,613"
2309,8,1/1/2016,Aerial,"59,613"
3607,6,1/1/2016,Aerial,"59,613"
1736,3,1/1/2016,Aerial,"59,613"
2308,3,1/1/2016,Aerial,"59,613"
6038,3,1/1/2016,Aerial,"59,613"
2361,3,1/1/2016,Aerial,"59,613"
1632,3,1/1/2016,Aerial,"59,613"
6486,3,1/1/2016,Aerial,"59,613"
1651,5,1/1/2016,Aerial,"59,613"
2305,3,1/1/2016,Aerial,"59,613"
6208,6877,1/1/2016,Aerial,"59,613"
3439,9,1/1/2016,Aerial,"59,613"
2300,3,1/1/2016,Aerial,"59,613"
2303,3,1/1/2016,Aerial,"59,613"
3504,6,1/1/2016,Aerial,"59,613"
3295,3,1/1/2016,Aerial,"59,613"
3271,6877,1/1/2016,Aerial,"59,613"
3606,9,1/1/2016,Aerial,"59,613"
2320,6,1/1/2016,Aerial,"59,613"
2030,6877,1/1/2016,Aerial,"59,613"
2350,3,1/1/2016,Aerial,"59,613"
3252,3,1/1/2016,Aerial,"59,613"
1874,3,1/1/2016,Aerial,"59,613"
1793,3,1/1/2016,Aerial,"59,613"
3609,8,1/1/2016,Aerial,"59,613"
6091,3,1/1/2016,Aerial,"59,613"
2307,3,1/1/2016,Aerial,"59,613"
2324,3,1/1/2016,Aerial,"59,613"
2342,6,1/1/2016,Aerial,"59,613"
3308,3,1/1/2016,Aerial,"59,613"
3253,3,1/1/2016,Aerial,"59,613"
6207,6,1/1/2016,Aerial,"59,613"
6363,5,1/1/2016,Aerial,"59,613"
3745,9,1/1/2016,Aerial,"59,613"
6235,6877,1/1/2016,Aerial,"59,613"
2304,3,1/1/2016,Aerial,"59,613"
6362,6877,1/1/2016,Aerial,"59,613"
6388,3,1/1/2016,Aerial,"59,613"
1706,3,1/1/2016,Aerial,"59,613"
2362,7522,1/1/2016,Aerial,"59,613"
3610,5,1/1/2016,Aerial,"59,613"
933,3,1/1/2016,Aerial,"59,613"
2301,3,1/1/2016,Aerial,"59,613"
3502,7329,1/1/2016,Aerial,"59,613"
2302,3,1/1/2016,Aerial,"59,613"
1806,6877,1/1/2016,Aerial,"59,613"
3297,3,1/1/2016,Aerial,"59,613"
2352,6,1/1/2016,Aerial,"59,613"
1816,3,1/1/2016,Aerial,"59,613"
1261,3,1/1/2016,Aerial,"59,613"
5982,3,1/1/2016,Aerial,"59,613"
2360,3,1/1/2016,Aerial,"59,613"
1650,3,1/1/2016,Aerial,"59,613"
6368,9,1/1/2016,Aerial,"59,613"
3734,5,1/1/2016,Aerial,"59,613"
2331,3,1/1/2016,Aerial,"59,613"
1735,3,1/1/2016,Aerial,"59,613"
6092,3,1/1/2016,Aerial,"59,613"
3611,9,1/1/2016,Aerial,"59,613"
1799,6877,1/1/2016,Aerial,"59,613"
6386,6,1/1/2016,Aerial,"59,613"
6145,5,1/1/2016,Aerial,"59,613"
1737,3,1/1/2016,Aerial,"59,613"
2295,3,1/1/2016,Aerial,"59,613"
3294,3,1/1/2016,Aerial,"59,613"
3505,8632,1/1/2016,Aerial,"59,613"
3731,8,1/1/2016,Aerial,"59,613"
2140,3,1/1/2016,Aerial,"59,613"
3298,3,1/1/2016,Aerial,"59,613"
932,3,1/1/2016,Aerial,"59,613"
3608,6877,1/1/2016,Aerial,"59,613"
9780,7329,6/1/2017,Aerial,"59,411"
9334,8,5/1/2017,Aerial,"59,411"
9335,7329,5/1/2017,Aerial,"59,411"
16041,1,10/1/2017,Aerial,"59,411"
9779,8,6/1/2017,Aerial,"59,411"
12008,8,8/1/2017,Aerial,"59,411"
9041,8,4/1/2017,Aerial,"59,411"
9004,8,4/1/2017,Aerial,"59,411"
8709,8,4/1/2017,Aerial,"59,411"
9002,7329,4/1/2017,Aerial,"59,411"
8743,7329,4/1/2017,Aerial,"59,411"
8267,8,3/1/2017,Aerial,"59,411"
8744,8,4/1/2017,Aerial,"59,411"
16063,1,10/1/2017,Aerial,"59,411"
10018,8,6/1/2017,Aerial,"59,411"
5479,6,1/1/2016,Dirt,"59,040"
5480,9,1/1/2016,Dirt,"59,040"
5481,9,1/1/2016,Dirt,"59,040"
10774,5,7/1/2017,Aerial,"58,824"
10223,5,6/1/2017,Aerial,"58,824"
13396,9,9/1/2017,Aerial,"58,824"
10889,6,7/1/2017,Aerial,"58,824"
4137,3,1/1/2016,Aerial,"58,610"
4643,6877,1/1/2016,Aerial,"58,610"
4156,3,1/1/2016,Aerial,"58,610"
4120,3,1/1/2016,Aerial,"58,610"
3907,8,1/1/2016,Aerial,"58,610"
4641,6877,1/1/2016,Aerial,"58,610"
1985,3,1/1/2016,Aerial,"58,610"
4642,7329,1/1/2016,Aerial,"58,610"
4535,6877,1/1/2016,Aerial,"58,610"
4396,3,1/1/2016,Aerial,"58,610"
3736,5,1/1/2016,Aerial,"58,610"
18329,7522,10/1/2017,Aerial,"58,320"
18332,8,10/1/2017,Aerial,"58,320"
2028,3,1/1/2016,Aerial,"58,052"
2145,8,1/1/2016,Aerial,"58,052"
2529,6877,1/1/2016,Aerial,"58,052"
2143,3,1/1/2016,Aerial,"58,052"
2533,6877,1/1/2016,Aerial,"58,052"
2531,5,1/1/2016,Aerial,"58,052"
2006,3,1/1/2016,Aerial,"58,052"
2530,6,1/1/2016,Aerial,"58,052"
2532,9,1/1/2016,Aerial,"58,052"
2029,3,1/1/2016,Aerial,"58,052"
2007,3,1/1/2016,Aerial,"58,052"
2141,3,1/1/2016,Aerial,"58,052"
5725,7329,1/1/2016,Aerial,"57,600"
5670,6877,1/1/2016,Aerial,"57,600"
5861,9,1/1/2016,Aerial,"57,600"
3952,8,1/1/2016,Aerial,"57,406"
4601,3,6/1/2016,Aerial,"57,406"
4065,1,1/1/2016,Aerial,"57,406"
13911,7669,9/1/2017,Dirt,"56,970"
13860,5,9/1/2017,Dirt,"56,970"
8268,5,3/1/2017,Dirt,"56,544"
8270,9,3/1/2017,Dirt,"56,544"
8269,9,3/1/2017,Dirt,"56,544"
5627,9,1/1/2016,Dirt,"56,544"
10675,9,7/1/2017,Dirt,"56,544"
9943,3,6/1/2017,Aerial,"56,304"
10204,9,6/1/2017,Aerial,"56,304"
10019,7329,6/1/2017,Aerial,"56,304"
13794,5,10/1/2017,Aerial,"56,304"
13926,2,10/1/2017,Aerial,"56,304"
10102,5,6/1/2017,Aerial,"56,304"
8728,4,4/1/2017,Aerial,"56,304"
13645,3,9/1/2017,Aerial,"56,304"
10321,8,6/1/2017,Aerial,"56,304"
8742,7672,4/1/2017,Aerial,"56,304"
10278,9,6/1/2017,Aerial,"56,304"
8275,4,3/1/2017,Aerial,"56,304"
13748,3,9/1/2017,Aerial,"56,304"
9791,3,6/1/2017,Aerial,"56,304"
8244,4,3/1/2017,Aerial,"56,304"
9797,6,6/1/2017,Aerial,"56,304"
13623,8,9/1/2017,Aerial,"56,304"
8358,8606,3/1/2017,Dirt,"56,300"
4362,9,1/1/2016,Dirt,"55,438"
2196,1,1/1/2016,Aerial,"55,275"
2374,10525,1/1/2016,Aerial,"55,275"
2197,1,1/1/2016,Aerial,"55,275"
2373,1,1/1/2016,Aerial,"55,275"
8227,1,3/1/2017,Dirt,"54,946"
4605,9,1/1/2016,Aerial,"54,886"
5869,2,1/1/2016,Aerial,"54,886"
5868,7669,1/1/2016,Aerial,"54,886"
4532,2,1/1/2016,Aerial,"54,886"
5911,2,1/1/2016,Aerial,"54,886"
4662,9,1/1/2016,Aerial,"54,886"
5864,1,1/1/2016,Aerial,"54,886"
5866,1,1/1/2016,Aerial,"54,886"
1975,3,1/1/2016,Aerial,"54,886"
5326,1,1/1/2016,Aerial,"54,000"
5323,1,1/1/2016,Aerial,"54,000"
5355,1,1/1/2016,Aerial,"54,000"
5321,1,1/1/2016,Aerial,"54,000"
5322,1,1/1/2016,Aerial,"54,000"
1395,9,1/1/2016,Aerial,"53,643"
705,3,1/1/2016,Aerial,"53,640"
1471,5,1/1/2016,Aerial,"52,934"
1436,3,1/1/2016,Aerial,"52,934"
9097,6,5/1/2017,Aerial,"52,885"
18950,8,12/1/2017,Aerial,"52,885"
14220,5,10/1/2017,Aerial,"52,885"
9010,5,5/1/2017,Aerial,"52,885"
11951,2,8/1/2017,Aerial,"52,885"
10302,3,5/1/2017,Aerial,"52,885"
9088,5,5/1/2017,Aerial,"52,885"
14346,8,10/1/2017,Aerial,"52,885"
14318,9,10/1/2017,Aerial,"52,885"
9233,3,5/1/2017,Aerial,"52,885"
10590,3,7/1/2017,Aerial,"52,885"
13696,9,9/1/2017,Aerial,"52,885"
16201,7329,10/1/2017,Aerial,"52,885"
13946,8,10/1/2017,Aerial,"52,885"
10455,7522,5/1/2017,Aerial,"52,885"
16093,8,10/1/2017,Aerial,"52,885"
8438,9,3/1/2017,Dirt,"52,596"
2172,8632,1/1/2016,Aerial,"51,827"
13931,3,9/1/2017,Dirt,"51,315"
7580,4,2/1/2017,Aerial,"51,262"
6445,5,1/1/2016,Aerial,"51,152"
1216,9,1/1/2016,Aerial,"50,875"
1215,1,1/1/2016,Aerial,"50,875"
753,3,1/1/2016,Aerial,"50,400"
5384,1,1/1/2016,Aerial,"50,400"
5398,1,1/1/2016,Aerial,"50,400"
4725,1,1/1/2016,Aerial,"50,400"
6998,4,1/1/2017,Aerial,"49,834"
6958,4,1/1/2017,Aerial,"49,834"
6960,4,1/1/2017,Aerial,"49,834"
6959,4,1/1/2017,Aerial,"49,834"
16990,9,11/1/2017,Dirt,"49,808"
921,6877,1/1/2016,Aerial,"49,680"
17628,6877,9/1/2017,Dirt,"49,291"
8669,9,4/1/2017,Dirt,"49,291"
8181,6,3/1/2017,Dirt,"49,291"
3909,9,1/1/2016,Aerial,"49,026"
5214,3,1/1/2016,Aerial,"49,026"
5217,9,1/1/2016,Aerial,"49,026"
3723,3,1/1/2016,Aerial,"49,026"
3946,8,1/1/2016,Aerial,"49,026"
3910,8606,1/1/2016,Aerial,"49,026"
3707,3,1/1/2016,Aerial,"49,026"
5216,3,1/1/2016,Aerial,"49,026"
3908,5,1/1/2016,Aerial,"49,026"
4155,7522,1/1/2016,Aerial,"49,026"
4135,3,1/1/2016,Aerial,"49,026"
4081,1,1/1/2016,Aerial,"49,026"
5007,5,1/1/2016,Aerial,"49,026"
4121,3,1/1/2016,Aerial,"49,026"
4136,3,1/1/2016,Aerial,"49,026"
3911,5,1/1/2016,Aerial,"49,026"
3710,3,1/1/2016,Aerial,"49,026"
3708,3,1/1/2016,Aerial,"49,026"
3709,3,1/1/2016,Aerial,"49,026"
4134,3,1/1/2016,Aerial,"49,026"
5218,5,1/1/2016,Aerial,"49,026"
4123,3,1/1/2016,Aerial,"49,026"
4117,3,1/1/2016,Aerial,"49,026"
4122,3,1/1/2016,Aerial,"49,026"
5215,6877,1/1/2016,Aerial,"48,960"
1629,3,1/1/2016,Aerial,"48,960"
10141,6,6/1/2017,Aerial,"48,949"
13176,8,9/1/2017,Aerial,"48,949"
10853,3,8/1/2017,Aerial,"48,949"
9781,8606,6/1/2017,Aerial,"48,949"
9782,5,6/1/2017,Aerial,"48,949"
10151,8606,6/1/2017,Aerial,"48,949"
10840,8,8/1/2017,Aerial,"48,949"
11875,8,8/1/2017,Aerial,"48,949"
9984,5,6/1/2017,Aerial,"48,949"
10199,3,6/1/2017,Aerial,"48,949"
13174,8,9/1/2017,Aerial,"48,949"
13932,1,9/1/2017,Aerial,"48,949"
10150,6,6/1/2017,Aerial,"48,949"
11877,8,8/1/2017,Aerial,"48,949"
8031,3,3/1/2017,Aerial,"48,949"
10854,3,8/1/2017,Aerial,"48,949"
10841,8,8/1/2017,Aerial,"48,949"
9794,3,6/1/2017,Aerial,"48,949"
8150,5,3/1/2017,Aerial,"48,949"
9793,3,6/1/2017,Aerial,"48,949"
10303,3,6/1/2017,Aerial,"48,949"
9983,9,6/1/2017,Aerial,"48,949"
10301,9,6/1/2017,Aerial,"48,949"
8151,4,3/1/2017,Aerial,"48,949"
10304,3,6/1/2017,Aerial,"48,949"
6441,9,1/1/2016,Aerial,"48,767"
6443,5,1/1/2016,Aerial,"48,767"
6458,6877,1/1/2016,Aerial,"48,767"
6434,6877,1/1/2016,Aerial,"48,767"
6528,6,12/1/2016,Aerial,"48,767"
6442,5,1/1/2016,Aerial,"48,767"
6527,6877,12/1/2016,Aerial,"48,767"
6444,9,1/1/2016,Aerial,"48,767"
6989,4,1/1/2017,Aerial,"48,420"
7423,9,2/1/2017,Aerial,"48,420"
7841,3,3/1/2017,Aerial,"48,420"
6961,4,1/1/2017,Aerial,"48,420"
7440,9,2/1/2017,Aerial,"48,420"
7438,5,2/1/2017,Aerial,"48,420"
6962,4,1/1/2017,Aerial,"48,420"
7763,5,2/1/2017,Aerial,"48,420"
6988,4,1/1/2017,Aerial,"48,420"
7978,2,3/1/2017,Aerial,"48,420"
11805,2,8/1/2017,Aerial,"48,420"
7976,3,3/1/2017,Aerial,"48,420"
9247,7329,5/1/2017,Aerial,"48,420"
9072,5,4/1/2017,Aerial,"48,420"
8964,9,4/1/2017,Aerial,"48,420"
9263,9,5/1/2017,Aerial,"48,420"
8994,3,4/1/2017,Aerial,"48,420"
7970,6877,3/1/2017,Aerial,"48,420"
8993,3,4/1/2017,Aerial,"48,420"
8027,2,3/1/2017,Aerial,"48,420"
9246,7329,5/1/2017,Aerial,"48,420"
9071,5,4/1/2017,Aerial,"48,420"
7969,8632,3/1/2017,Aerial,"48,420"
11804,2,8/1/2017,Aerial,"48,420"
8978,9,4/1/2017,Aerial,"48,420"
1344,2,1/1/2016,Aerial,"48,131"
8989,3,4/1/2017,Aerial,"47,866"
8990,3,4/1/2017,Aerial,"47,866"
18749,7329,12/1/2017,Aerial,"47,866"
14137,1,9/1/2017,Aerial,"47,699"
9787,7522,5/1/2017,Aerial,"47,699"
17093,7329,11/1/2017,Aerial,"47,699"
9320,3,5/1/2017,Aerial,"47,699"
10747,8,7/1/2017,Aerial,"47,699"
10750,7329,7/1/2017,Aerial,"47,699"
10017,8,5/1/2017,Aerial,"47,699"
9317,3,5/1/2017,Aerial,"47,699"
10768,2,7/1/2017,Aerial,"47,699"
9750,3,6/1/2017,Aerial,"47,699"
9751,3,6/1/2017,Aerial,"47,699"
9944,5,6/1/2017,Aerial,"47,699"
10748,8,7/1/2017,Aerial,"47,699"
10749,8,7/1/2017,Aerial,"47,699"
13799,7669,9/1/2017,Aerial,"47,699"
9305,5,5/1/2017,Aerial,"47,699"
9945,5,6/1/2017,Aerial,"47,699"
9306,9,5/1/2017,Aerial,"47,699"
10769,2,7/1/2017,Aerial,"47,699"
9938,3,6/1/2017,Aerial,"47,699"
9788,6,5/1/2017,Aerial,"47,699"
10016,8,5/1/2017,Aerial,"47,699"
13622,8,8/1/2017,Aerial,"47,434"
1524,8,1/1/2016,Aerial,"47,138"
940,5,1/1/2016,Aerial,"47,138"
9091,5,5/1/2017,Dirt,"46,850"
9090,5,5/1/2017,Dirt,"46,850"
625,5,1/1/2016,Aerial,"46,800"
821,3,1/1/2016,Aerial,"46,800"
6626,2,1/1/2017,Dirt,"46,539"
6627,2,1/1/2017,Dirt,"46,539"
7993,10525,3/1/2017,Aerial,"46,331"
9786,2,6/1/2017,Aerial,"46,331"
9785,9,6/1/2017,Aerial,"46,331"
7994,2,3/1/2017,Aerial,"46,331"
6046,5,1/1/2016,Dirt,"46,080"
13970,7329,9/1/2017,Dirt,"45,784"
13928,3,9/1/2017,Dirt,"45,784"
9001,9,5/1/2017,Dirt,"45,733"
8255,8,3/1/2017,Aerial,"45,522"
10338,6877,6/1/2017,Aerial,"45,522"
8322,9,3/1/2017,Aerial,"45,522"
8256,8,3/1/2017,Aerial,"45,522"
8254,3,3/1/2017,Aerial,"45,522"
8339,5,3/1/2017,Aerial,"45,522"
9790,6877,6/1/2017,Aerial,"45,522"
8324,9,3/1/2017,Aerial,"45,522"
8323,9,3/1/2017,Aerial,"45,522"
8539,3,3/1/2017,Aerial,"45,522"
9789,6877,6/1/2017,Aerial,"45,522"
8340,6877,3/1/2017,Aerial,"45,522"
8674,8606,3/1/2017,Aerial,"45,522"
9992,1,6/1/2017,Aerial,"45,270"
1339,1,1/1/2016,Aerial,"45,228"
611,3,1/1/2016,Aerial,"45,228"
13664,9,9/1/2017,Dirt,"45,099"
14136,9,10/1/2017,Dirt,"45,099"
14095,2,9/1/2017,Dirt,"45,099"
9776,5,6/1/2017,Aerial,"45,068"
9777,5,6/1/2017,Aerial,"45,068"
6578,8,1/1/2017,Aerial,"45,000"
6579,8,1/1/2017,Aerial,"45,000"
6577,8,1/1/2017,Aerial,"45,000"
628,2,1/1/2016,Aerial,"45,000"
1950,8,1/1/2016,Aerial,"44,722"
5859,2,1/1/2016,Aerial,"44,722"
1951,1,1/1/2016,Aerial,"44,722"
6371,2,1/1/2016,Aerial,"44,722"
6370,1,1/1/2016,Aerial,"44,722"
6273,7669,1/1/2016,Aerial,"44,722"
6274,2,1/1/2016,Aerial,"44,722"
5858,2,1/1/2016,Aerial,"44,722"
6372,1,1/1/2016,Aerial,"44,722"
2690,3,1/1/2016,Aerial,"44,682"
4231,3,1/1/2016,Aerial,"44,682"
6367,5,1/1/2016,Aerial,"44,682"
6360,5,1/1/2016,Aerial,"44,682"
6279,6,1/1/2016,Aerial,"44,682"
1677,3,1/1/2016,Aerial,"44,682"
3002,5,1/1/2016,Aerial,"44,682"
1403,3,1/1/2016,Aerial,"44,682"
2692,1,1/1/2016,Aerial,"44,682"
6203,3,1/1/2016,Aerial,"44,682"
1794,3,1/1/2016,Aerial,"44,682"
2673,3,1/1/2016,Aerial,"44,682"
2709,3,1/1/2016,Aerial,"44,682"
3001,9,1/1/2016,Aerial,"44,682"
1401,3,1/1/2016,Aerial,"44,682"
2994,5,1/1/2016,Aerial,"44,682"
1547,8632,1/1/2016,Aerial,"44,682"
3000,9,1/1/2016,Aerial,"44,682"
6366,5,1/1/2016,Aerial,"44,682"
6257,3,1/1/2016,Aerial,"44,682"
6258,3,1/1/2016,Aerial,"44,682"
2688,3,1/1/2016,Aerial,"44,682"
2094,6877,1/1/2016,Aerial,"44,682"
6492,5,1/1/2016,Aerial,"44,682"
6206,8,1/1/2016,Aerial,"44,682"
1408,6877,1/1/2016,Aerial,"44,682"
2096,3,1/1/2016,Aerial,"44,682"
2676,3,1/1/2016,Aerial,"44,682"
2995,5,1/1/2016,Aerial,"44,682"
2999,5,1/1/2016,Aerial,"44,682"
2990,5,1/1/2016,Aerial,"44,682"
2467,3,1/1/2016,Aerial,"44,682"
6387,3,1/1/2016,Aerial,"44,682"
6128,5,1/1/2016,Aerial,"44,682"
6280,6,1/1/2016,Aerial,"44,682"
